id,natoms,value_per_atom,value
PN_3HZDL2WNAGQZFJB74ZWL3LVJKAIMSCCC,4,0.156057952,0.624231808
PN_5TGCEJX2STE423MHVQUJ3MWYE736OUWI,20,-0.082689716,-1.653794319
PN_PWJZ4TV2IJDDBM7BMHQC4IQS4Y7C6QOR,6,-0.413395828,-2.480374968
PN_RKZBXWQKXB35DT7LJAHMBHFUXIJ4GCTC,12,0.295710406,3.548524867
PN_5NFJTWED4HFFNDVJVL35O6MZFJK2YRYE,4,-0.298226198,-1.19290479
PN_EIRH7FF5YY3ZUPOUO243WMGEZX4SFCJR,5,-0.464916762,-2.324583811
PN_XK6ALBLE3TJ5SFY6UHNO3WTHAVB3EXO6,4,0.507330071,2.029320284
PN_5FPLDL7WX7V5EWT5IPLC4FMFEMHEQ4LW,6,0.115353886,0.692123315
PN_5AFJN5CTXMHX2XXIVV64ZLR5IT6OTMWH,6,-0.179131843,-1.074791061
PN_ZXP2R4BUVT2APW6DAHL74V53GC232R35,4,-0.056924062,-0.227696248
PN_WENK6NUYTJPOMOYU3DGIQ2VKTEJ6O5XF,4,-0.016047365,-0.064189458
PN_RDEY3M7GD5YDUYTKALHJYWM6LE6NZBSR,5,-0.048402889,-0.242014444
PN_PHN7LKWNPTDNBTFFDNULGBYYW4J4T33T,8,0.110567257,0.884538053
PN_XHKWY63DIXJVJ3LW63OYU2JZPHN74W77,4,0.058010239,0.232040955
PN_VI6RKDTPWJFJ6JVFNPC5MOPAR3FV6QVS,8,0.158111469,1.264891752
PN_3EG3T2L5TGR3AA73ZGOYIQUXLUMNFPLM,6,0.429628525,2.577771148
PN_XMAB4NB45E5N2MMK3VXE6QBKJBZO4HLS,5,0.48371435,2.418571749
PN_A5RY7JNCWTFMQMDV6HWITJLOVP5W5DZI,8,-0.156011983,-1.248095861
PN_QFSS7HJJHEDVZNYBB6MTEGTGKK67V5GR,4,-0.061812805,-0.247251221
PN_FUMQBALNFG3VBPHYDXU436JNPVDJ3KWP,4,0.320839411,1.283357644
PN_N4653J35RJXJA2BI6HBRWZ2NCOA77DN3,2,0.829940089,1.659880178
PN_K5DGGFR6VIGFR5XI4QZJHOCKL4GZTS4J,6,0.298114538,1.788687228
PN_KPC7C2KA2NDELLZSGDQNTSBVRWGXDCFK,6,-0.130934426,-0.785606557
PN_35ZYSAGZ4HFGEZDCHOAKDOZIA7K2QSVZ,4,0.060741487,0.242965949
PN_7OMHGOWPFWON3HUMYNDLLXWOM7WWZ55I,4,-0.611141911,-2.444567642
PN_F5JOSPEBUVLJK2TQCY4IVTR7SHL5Y74M,4,-0.078232893,-0.312931572
PN_KMHOYLPG2UYPJZIDV4UHNOAFADSKTWN7,3,-0.096044154,-0.288132461
PN_4WOREVDPBVPMT7MHDWE4RQN2ZCCX4IDS,4,0.606240656,2.424962625
PN_V2ATMSNCIYDZFYTQC7JS75LOVUYE3IVP,8,0.274117468,2.192939742
PN_45433LCBVR6VSINARMDERZZGO2ZNBAVQ,16,0.282036781,4.512588499
PN_QX62QL3KNV33JRZSQSOOABXY7ZWBPRJS,29,0.096330813,2.79359357
PN_5X3LU6L2QKIMOPXDRANR2XZVFIIOIG26,8,-0.207290986,-1.658327885
PN_T44MMSZOQVU6SK3SZ5TK6GEEM3YIB2F6,4,-0.350939805,-1.403759219
PN_IQAWJAPXFWN66N3PC7VN2565JBOBKPGC,4,-0.422271521,-1.689086085
PN_Y4D3NP4UNKVBFXUDG7IYCBE53OQ7INMA,4,-0.015721061,-0.062884246
PN_CFYDZJI4U5BYPLZTECN2D45OKQM75LRR,3,0.2204606,0.6613818
PN_WM35IACOIZXIAVTSUDSAQETGQE7YHBCG,4,0.042070471,0.168281885
PN_YGX2R74B2D4E4FSJDYFUXPCVQPBUFAZT,20,0.550336017,11.00672034
PN_K3IS74T43MJI3NNVGSH3OGWWFFLNSORG,4,0.036724113,0.146896453
PN_2F4CHJU6PBOCEXUTTXJLHXUDJ6UIGS3K,24,0.521573047,12.51775314
PN_YEVWGLV7CTYSIY47UNKRVIRC2EMNDGX5,5,0.511132656,2.55566328
PN_IJK2WQ7WFH7NTUWKJU6EBC2DIDRSGJHN,4,0.194764445,0.779057782
PN_ULDZNGE3BMPET5TCZUXDZKK24HVA2FTC,8,0.387809157,3.102473256
PN_HTPAZKDNVC4N3SSQNAT7WUKVFPWCRDWE,4,0.032277674,0.129110694
PN_XFM5OHQMQ46XV3NAPIQ7C2IZE5GDD5DZ,4,-0.078348925,-0.313395698
PN_4IVZHX2KOE5GNQXDZ4HYOVQ7QT2HMTSK,4,0.560068969,2.240275877
PN_HEWZVOUFAB7DB5BEFUGZGYTQK7HKYHRR,4,0.822521155,3.290084621
PN_CSS44N6JW25GTRBSBLSGEUCCFDIFXHYV,24,0.27351729,6.564414953
PN_YBTJWUTZAIP2MFC7IOOVRYQ6N7YKUJFE,6,0.023862837,0.143177021
PN_VJWXEFGS3RGHYNLPDXXMT3ZDEDXLDY6P,6,0.117274954,0.703649721
PN_DUP6CZSNYOVQQI2AMB4CLMNGMNG6HTE4,2,1.203135245,2.40627049
PN_TL4ZCXAPVW2WCC2PHVOBDDAELOTX7N6S,6,0.333787426,2.002724556
PN_TZQIZSEO2FXCC5V5N2HXI7NTKJ52W3W6,4,-0.86733764,-3.46935056
PN_HM2K7UMNX3VM6PSGRDP6NAUFUFF2CN2M,4,0.735085956,2.940343824
PN_55EOFQ5TRRIUYPTQM5AZLBNODXXVQ4EV,4,-0.254130137,-1.016520548
PN_PPP43U7VOKBEAAJAHS6WY2UALUA5OBGQ,4,0.057152105,0.22860842
PN_RED63V54YNZVJXX2VJZC7UWK53EHAICR,4,0.061994686,0.247978744
PN_QRVSPZVIZ75YEWNBHOP4UWMR2X3SOBH5,8,-0.076730259,-0.613842073
PN_74EMTCLQSIP7SKQKBIM6G4XGQKKGHJLA,6,0.694724863,4.168349177
PN_FDIL2VHNQLST27HQ3XG6KXKSO5AKDYO6,6,0.017056045,0.102336269
PN_O5UWRQQVHOIXX7KEZVAGQ4Z5JIOV2QPY,4,0.489152199,1.956608795
PN_OH4AESBOWSK4ZN4O5ZXFO6XOIFA4ZIBD,4,0.095850326,0.383401302
PN_FH2DJPDBCC4XS45OUK4EWTBI5E4LJDCM,4,0.206925949,0.827703798
PN_5ARJLY23VTW5UDDWRE26G57NTXVCSMRY,4,0.258668931,1.034675726
PN_6FIMRQIQ7SUPNC6HJVNCYTDMAZDPGEC6,4,0.405907,1.623627999
PN_WB7HFRHKNSY7H7HL4WBAW53QOHJ4ELEU,29,0.615775796,17.85749807
PN_PLL4DE3XD274ANRITBDWHVPFAUNGC5OX,24,0.251134658,6.027231796
PN_4Q7LC74XIJGFTWNAIWJJKUNUY6HVX3SQ,24,-0.359242954,-8.621830896
PN_KVMMX523FX3P3B2HX7QWMWUQBJYB6XDQ,6,-0.110819994,-0.664919965
PN_FYYXOKZAYRH6H4EWNHTW7MGV6AO3KZUP,8,0.397703085,3.181624681
PN_2CCY3KOL4P2PIH4R67LVY6DQJS7YN46R,6,0.124083369,0.744500214
PN_BK3R3RRT6XRRNKFGYR7KOYJAVKQZUS6J,6,0.044716717,0.268300301
PN_TOO4UX3CKUKAKJKY6T3K4QGMPBPRRZDW,4,-0.16267904,-0.650716158
PN_CTJYMRXDWKHRESK47DIRNV7HFC67OJX7,4,0.558466483,2.233865931
PN_DFGS36PCQX2KVDGZ2SUOEQK4DH4EF2QL,20,-0.140545473,-2.810909455
PN_WN4RQNU3FZHS7K5Z6NLV5KHU56SJ2ZIF,4,-0.442706243,-1.770824973
PN_F74DDMUZ7PONGUEBWFJ2IPCEFGDVR3XT,6,0.133070644,0.798423865
PN_NUBSXAJE4CKLYQUDUVM2MWD57DIIOXJN,12,0.600548009,7.206576108
PN_TCYU4ATM3ZEP43O7VOXY6PUP2USIJ4W5,4,0.303989363,1.215957454
PN_A2K7EE5NZBJ4CESNRNETIK7E5GT4EQ77,4,-0.074805555,-0.299222221
PN_Q6VITY4O3JZBQWYZWZRYA2P5T3UV4TNJ,4,-0.12193027,-0.487721079
PN_EEUEATYZD3S4NEZSUNVVLWACKXHA454W,8,0.488661243,3.909289941
PN_ZSE2PYMVGKPEMJERK6LFIYUADVJ72APG,2,0.454830418,0.909660836
PN_VREP4ZMSXRLHJW45UZG5X52WJA2A6YPX,24,0.306820336,7.363688055
PN_DRXHH4NOFOI64RTWLK65N6UEY5DDFU54,8,0.601584825,4.812678601
PN_SZZRMED66RTAYJQ7QYPXHH2WJTNFPD4W,6,0.004820987,0.02892592
PN_AVOCGYWGK5IUARDK4I6MCE7V222WWGXK,6,0.034471304,0.206827827
PN_USBIK6NBGSTJRKUJWMX2ZN3PE2ED74AO,6,0.1596593,0.957955802
PN_5YTX56WQJCRKVVKGDO4B5LRO7OX7USAA,5,0.492991937,2.464959686
PN_TBCBRYV5S7S4DJVFAKO7GNDQINFVLJUS,4,-0.682675114,-2.730700456
PN_ZDS4B465BNNOPFAIUI7CKUZJVSEGCFWE,3,0.138078524,0.414235572
PN_TIBC5I7Q7GJSSSYJFVLJEQDOHJFMJVQP,8,-0.126334147,-1.010673178
PN_IDUJ42UHSFZTQ3EP43OFIY2LXN44OTJT,28,0.324560113,9.087683155
PN_BZUMHTJGKSPL7OOU4TKMQG2H7OUKMJ3K,6,-0.559416007,-3.356496044
PN_3NKWSPDIAJOECTXSCV62ZY5HZBEMW2YD,6,-0.165615587,-0.993693523
PN_CMHYS6ATFANPLPJ4DORAL67S6UH73KZ3,6,0.55536556,3.332193358
PN_2HACZL44Y3STXDUTZZTQKAIWM7J76GTC,8,0.173409591,1.387276728
PN_3DAM3VBPKHB6UWY3CXHPULXE5WFMDZSH,4,0.001805557,0.007222228
PN_RH7TWNF3HK3YDC6LXE7DYLCGC2FDTWY6,5,0.497673481,2.488367407
PN_YXXWBKBUMYHJ5BUPMFDBKSHSJYYPVXOA,4,0.292123385,1.168493541
PN_5DWHAUCTUGD3HHJR5ZPDITO4A3XO7BCT,8,0.766522191,6.132177526
PN_ZMTLHVJGTFICU7CT7LIN2EX6STBB5IKO,4,0.214182695,0.856730781
PN_QKGUHLXS3KWBUVOWLDQFJTM3GJWEF3J5,12,-0.223004003,-2.676048038
PN_S2O6GA5MWLJTYXKW5MVDXQFQE4TC2HV4,6,0.023390965,0.140345788
PN_RMEKPTSDQILCBEI2T2DQKKPN3QYZ4FJU,4,0.245997695,0.98399078
PN_4HRN57OW7MD547QQW6OPULXTXKZM5QUS,4,-0.559825365,-2.239301458
PN_B7AZVVPIWB36CWKPV5JMAB47XODGXP6L,2,0.346281585,0.692563169
PN_HVDKVPWRSK4I6KOJA6FTENLB5FWA6VWO,3,0.657617244,1.972851732
PN_YCM475W2733RBHJMHP4GZQEKWGLKEOM6,4,-0.11739496,-0.469579842
PN_GCZKU4WQFHMDA5SIJ5MY3HDAAXLUAFBK,4,0.918579368,3.674317471
PN_4ZDMU7MQWDYEPK2OPR76HSHGXDJA4CHL,29,0.428241517,12.41900398
PN_AODZOSIYIG5Z2SGN6AH7YJZOPNA3OQQX,24,-0.068023161,-1.632555868
PN_5XIXFLR75MRDSCC7DVG75XEZBYYPGJZL,12,1.070151774,12.84182128
PN_DN3AJGKFCIKXI6T343MN64X2WP3JSZ4V,8,0.986165049,7.889320395
PN_QWWLENW7ULYBCCIK35KTMKFCZLEGXISL,6,1.087186878,6.523121266
PN_Y2AVMGHQJXXQMWQINCHMDHU6CPFVD5TI,4,-0.045181576,-0.180726304
PN_O57U6UPZG4LH7HKGYZUY6ONGTKF25DPW,4,0.618707398,2.474829592
PN_UPPAUIQWTMVTUBHSC2NIEYA57MNXK2IK,24,0.766790591,18.40297418
PN_CGBJ6B46QLR766MCVOOL5F23L7FDPJZ3,6,0.034992769,0.209956613
PN_WDOTKEAPLU3OPXJCNKI6RO2IC7XFQJLR,6,-0.379856939,-2.279141637
PN_CQ7GM5O6FTP7EPX4VJC5ONMEGCCYAMR4,3,-0.060998681,-0.182996042
PN_IMIDRHD2NYOBNOSC4DZIANDFVJESEWTW,2,-0.145218084,-0.290436167
PN_BEWI2OF43NHYMZLUOALAQME6XPIPYBWL,30,0.188486999,5.654609958
PN_COLN3DCXE234RZWJVXLZFKIVA36OTGKO,8,-0.199413675,-1.595309399
PN_55Q3JL5E5765NWTNQ5QXP4LCE4CSPTX4,3,-0.082333695,-0.247001086
PN_APWH6U2UMW6ZNV75WUTYBF4T4MOKD4PI,3,-0.409679557,-1.229038672
PN_RZJHCEZW567NRTGPNRSB3CFDVNZ7P4QF,4,0.232729786,0.930919146
PN_W7CWQ7X36CRCLLZOA5CNSDPQYLRH5OYQ,2,-0.556671663,-1.113343326
PN_VA3BOM3N54WV7GIH3NTTVVZ42YK47JC5,4,-0.696380349,-2.785521398
PN_H7ZZS2WIHHFZCEJGPLNEN5LN5333KTRX,4,-0.398013716,-1.592054863
PN_QWDZ4S2HR6G7CFAMQO5HV55ITL3HQ25N,4,0.004589458,0.018357834
PN_CU6WPOIMITTDD7OPOQL6ZRQYP7L3SM66,4,-0.824822506,-3.299290025
PN_ZUIG5KDIA325D4OVDQ5TZHK2XEBA7DIE,6,0.349246935,2.095481607
PN_5VMOFSHIV4SXOFHOMN7JLQYJGN3KLFCN,6,0.243710368,1.462262205
PN_YIVQVE3YXYKAMGMFP3AN5ZWE4ZJJVS4I,3,0.008758969,0.026276907
PN_M5M6352DJXYR3YHPVHVLX2GBYR2FCN3M,6,0.671937594,4.031625562
PN_5RUPWP6DP4WBGMFMYSC4YLJDDJWMDJQI,2,1.324164514,2.648329028
PN_PHWHOXQ3WT4NOTY2WLMTJ5QMAQS4O3XV,4,0.443346149,1.773384594
PN_W245Q2HWZKFYXZXUQ6RNCHNASLULTNR7,8,0.988851902,7.910815216
PN_DVKQBRJMHJ4LTVLTK4H5LNRGKYVARO7U,8,0.295245779,2.361966236
PN_UZV6ZLDWS6GXJXH4YBK7FO4ZWSLBXEOX,3,0.182555066,0.547665199
PN_TF6RTJBJ6JCPBCSAUZICEBEWIXZDZRJG,6,0.016722444,0.100334661
PN_6OOROYDV2BVNQWBKGHQHAS7K6ZBKRIHA,6,0.47209988,2.83259928
PN_FVDVT6MA3V3EPV2HYYJOP6V5Z5TWWYIK,2,0.251449841,0.502899682
PN_IIOFEJ5KQFXTSNVSYUXQU3DULAYVAKNX,3,0.312389579,0.937168737
PN_ZRVVYVZF5A6I7KQNV2JG6IZMXEJRGHP4,3,-0.957112479,-2.871337437
PN_LRJ6XJKFTWAF2WHNLHYKABHIHZFJLUYR,4,0.519327104,2.077308418
PN_5TZ4KIG3INZKCFTGTDUAOCRSCCYN4JGW,16,-0.370410255,-5.926564077
PN_XRXHTMNKLTUV4IB5TYX2RJ7KXEUUUV6H,8,0.153267573,1.226140581
PN_ROOJUM5WY4XEB7TPYMWDUGMZJLUTLYPE,6,0.003060684,0.018364104
PN_VLWDYJRVFLB52UQ7QXYLH6P6UFOLEJT6,4,-0.135877307,-0.543509226
PN_HUE3XBNS4HCOKPNEXYQKY6UANQEOMBWV,2,0.402234665,0.804469331
PN_5HP7EUKLUWPFEC3M57JNF47XH4PU5UJJ,4,-0.066848588,-0.267394353
PN_OAT3DEPXUYN4JPTOUWVKSY6NQNZPGBYL,4,0.118326569,0.473306275
PN_6KZONBACE4DHLGS6GZZ2KQHG6NSN5RC5,3,-0.95933328,-2.877999841
PN_USUJCD47AJSGKZJWDL2EBGY3RD7ZV24Z,4,0.380633149,1.522532595
PN_EWIGCLN3MWAXMA3RW3R5DLNIYACLMN3E,30,0.171112789,5.133383664
PN_ZK6ZBKQNZRUZY2BGBVCD7JOCV6Y5P33T,29,-0.083050636,-2.408468436
PN_WXTVLAOIVOEYOHSUNFF2AEABUJJNFD5O,6,0.184437232,1.106623395
PN_L2VDG4SAVUIRPZEUGPMMR6YJAKLKIKXX,2,-0.241019221,-0.482038442
PN_OGIUFORYAO5HGYZHYB2I33QOO4DREZWT,2,0.384591985,0.76918397
PN_RNS3HTQ7L3YJNPZOCQ42TQDW6O4XUUFL,4,0.024330926,0.097323704
PN_PCBMWVJUBLDE624KAPJF7OQTFUKDSF7U,4,0.229033251,0.916133003
PN_H4E2VQAEWYAOGWZWIWZPU4RB2JJG3GVL,2,-1.585149885,-3.17029977
PN_PNRG4OTG4MFTHIZF6GJIEVV4CHUEF66A,4,0.407088645,1.628354578
PN_25QDUD7FEHD62YXPJO2L3WGDP2RQEHQ3,24,0.515418095,12.37003428
PN_PSWYURJZWSNEG3WSZNC3V6ZQZRIANMAC,12,-0.003291648,-0.039499777
PN_I3QRS2LC2WUK4VWSWI2DNCDIN7J2XABJ,8,0.011243187,0.089945494
PN_GYOERLC3RUYTPESWG7L77NUTN6BCMNNY,2,-1.619871336,-3.239742672
PN_SCSSDBCCO4AYVSQASBMIM7BDIZ7TQN7C,2,-0.13900467,-0.27800934
PN_W5HVZGX462TB3IGXNFD37GIMPMQQJRWX,4,0.29446775,1.177870998
PN_L3GSYMIB3ZRFKKD5NDKXNMEGCUC6D3PF,4,-0.219781456,-0.879125822
PN_6UOTZKCOHQ3GUNBKMV4UDRMCUF2A62QD,5,1.69805372,8.490268599
PN_YKMGVIPK2WX4RRTIIARJ5WCJPEODEJCV,5,0.316038244,1.58019122
PN_HP25BDSCMOPU2K5JLYVW6JHVU2KXZPDP,3,-0.777197239,-2.331591717
PN_ZNN3DVS3RXZXOGQPVJDJQXRDLNMYBTIE,6,-0.617555667,-3.705334
PN_6YEWYJT5UOMHJWTNUT2QSV4CKI5KEFLI,4,-0.02110223,-0.084408919
PN_66SJ7J6RJQFIJQZJUHAIKN733HGGWPJM,8,0.10209394,0.816751516
PN_6XYDZR5UMMKBQRI7K2K3OFGVL5CXQO7O,2,-0.630477074,-1.260954147
PN_BLIMSQYZHCB5QC6TV2EI7RVRCKNCEW77,6,0.713298185,4.27978911
PN_K447FCMP45OF2IQ74C5OQGJ4LAYQ2N7F,6,0.045874805,0.275248828
PN_22IQZOPX3F24OXHMYEJYKQUQJCRN5MEK,2,0.703746859,1.407493718
PN_OLOCHDMKQSKIE7XCCXSIRPTDKTEI4GRT,40,-0.483688093,-19.34752373
PN_L4VLEX5AUJX63TCL6Q73RL7NEZK6IB3T,12,0.101166398,1.213996779
PN_VAF3Y5OYSYZBYOL2GMERIJ4KSTZY64NW,12,0.176122774,2.113473292
PN_NARFLNNKBK3KK6JAJHKF55MY2BUM5XPT,3,1.006453243,3.019359729
PN_ATZGSJU4NI3ZRCESSJILSAOHVL24JFNP,6,0.088969877,0.533819264
PN_K6AK5P7SU33WNE7UPT2GK64LXH55EFTI,4,-0.824258924,-3.297035698
PN_UVLXIQVTMKLFPGLQVZFWLDGLAYFOI27T,8,1.232878978,9.863031825
PN_REHGOS477OGXXC3R4FF7CJL4Y4FFVXDR,5,0.129965552,0.649827761
PN_3XZEYWKUEJGESEVZPSNRG3CEOIV4PIP3,4,-0.144674334,-0.578697336
PN_KREOIRCSIT2LVYSX7DWQ4NNTPLFA5GDG,2,0.07864846,0.15729692
PN_G63LE26VBQJPEVQSAUKBTS6UPF2F6Z4E,4,0.481120475,1.924481898
PN_BYD6PT2VXXAUA47ZBBT26YCWSPO3AKZZ,4,0.199446641,0.797786565
PN_Q5FIO3EQSCFTPZTDBIXAR2HXY5VJ3H6X,5,0.817732898,4.088664488
PN_MQNFV2XLYGYLHPW53IZTMY7ZHQ32N4EQ,3,-0.415230124,-1.245690372
PN_F7YMUMEHYMDOZ4YFIHV62UFSNNTR5APW,4,0.130950264,0.523801056
PN_EBMMWD7PHMF32TC25FWJCI3LYJ2347ZA,4,-0.816929872,-3.267719487
PN_KG34WJB37NOH45LYXJXPTC7PGF2OEBGT,4,-0.189969448,-0.759877793
PN_GMVAVPBGVILOZ3KAYZIEKRRQCXS7VRQA,2,1.532356133,3.064712266
PN_G6XFP64BGHOJ24JMADNPSVKON75JN66D,8,0.111871609,0.894972869
PN_C3RI5UYKE5RGGQA7FH3QRCW7OT6LQ4CT,8,0.282878898,2.263031185
PN_3HBFRCRXDIC4UUH6SXE7KRF7BHPTCXXJ,4,0.715142205,2.86056882
PN_KBXZQ7AQLC54BYPOFX677R33ZW2657MF,4,0.011617551,0.046470205
PN_LYWSNF5BDYMVL6ZP4LS3ZE44OFSNILQ3,12,0.095169956,1.14203947
PN_CUMANP7VMANAK754KQ3TRIZG453WH5YL,6,0.655256512,3.931539071
PN_J7VQ5KLJTCMN5REBMXTJMMRP2FHELSVZ,3,-0.417602075,-1.252806224
PN_PVD4FQ23CPX4F6HY5DLRZT7LIGCEYX7Y,6,0.256203338,1.53722003
PN_WTRELUUN77LXH23N2XM4JRQISR3K3455,2,0.461058652,0.922117303
PN_JUUMPTMDNHALPV4RD3TFDYMFMSJTKEBX,12,0.106739363,1.280872359
PN_MFXTOTE5NPHPMWD4RBHTSLMGGM4KCM3O,2,-0.271511679,-0.543023358
PN_QFYWEVM65UDYNGXRT6LQKGKL3FMZKXF5,4,0.1221786,0.488714402
PN_TSQPA2LZMGHXOZX6R5JICM4CEQZP2KUF,4,0.125102714,0.500410857
PN_PPOEHJYATFDKG6NVFIBXZMPYRPLEGEL4,6,0.239346255,1.436077531
PN_IBI5XB5N7U52CUX56AISC7CQLBPWEN2C,8,-0.024225327,-0.193802612
PN_J7L5UBRMOUSERTDVUHKKXFCCMUSYSM3S,3,0.040380836,0.121142508
PN_BNHW3AX3PX4G6DX4D7RYAIX6RLGNWB6H,8,0.318035593,2.544284745
PN_WDHCGOR242ZOKCFG5CLCNLLBEWNHC3T5,2,0.004603868,0.009207737
PN_SAPJE5QQ5SUAEVZUF24NGCB6ROHSN4HC,29,0.119280631,3.459138307
PN_JQZZ6FPR5ZBQBGXMV7WK6V4I2SMFEVA6,29,0.40238822,11.66925837
PN_SSOIEUGQQLQDYD7XGSHVRMGCC7SOE3JE,2,0.213202968,0.426405936
PN_4XZZOPGOUG5S2AVQAEZQNTS3DYJZIMYD,8,0.313120659,2.504965272
PN_HWSTE2EXORKRSAMRUSCDZMKJNEC73IVJ,6,0.045758877,0.274553263
PN_KPMBKXEH5Z6AOEGHH54XNLINF3NT3SMX,4,-0.082384214,-0.329536858
PN_TLQ3YBQ2WGC3MXCDGEMIL3T4Z5JVVBAN,6,0.122133319,0.732799914
PN_XBWZIGIKKXBQKFF45UXD667ZGYDC6L3F,6,0.545366336,3.272198014
PN_PKUF5QWPUNIQTP43CTWIRMPE5EES3LUQ,4,1.376228444,5.504913775
PN_ZUNAM3DTONA3N2WCEJ3BKVKKKH3CVHQB,8,-0.149764161,-1.19811329
PN_DCHD2XCANXDMWTMCHQLQYPVJ4H2MX6OM,4,-0.551269883,-2.20507953
PN_K7IG63EACXHK5LUYENIVN43O5PJ4XBSW,6,0.116254842,0.69752905
PN_44GEDQWXTY2Y3AFX4CZKN4WDPCUQZONC,4,-0.072724028,-0.290896112
PN_AVCTD3KJWILCDMESFRENSHRQOSACH7ZU,12,1.61183373,19.34200476
PN_DVNM2ZH63RZDNDLPW2JSVZ4T7VWXHXMX,5,0.065073222,0.32536611
PN_4BYGAOHXJDLOPPEE4DOKBXL7KVSVZ5A3,6,0.150859842,0.90515905
PN_RMNXCIOIKK7UKWWJM2BTLB3SSEO5NGUG,2,0.666600367,1.333200735
PN_OENH3R7WBNCGT3IRTK555ST3A733LIXT,4,0.469133227,1.876532909
PN_DXSO52KENTPP3P6WM3ELEV3HMM7IVZQ4,24,-0.396200423,-9.508810156
PN_GXHXNYN35TXJAABHC4KFCMJND7KAJ2EW,20,0.89001921,17.8003842
PN_BRPPXJKU6LCYOXLGRPIBLNBWQQZYU3O7,6,0.259239489,1.555436933
PN_PTQXTV77NOSXL6XSMSQODF7T65HH55CT,8,0.233211016,1.865688124
PN_KLTC6FILE2XD5K4NXRICNSX6UJAJIRDK,6,0.562445441,3.374672644
PN_GW3B3HVCHU3KPQTPBMWZX5KTNAH6XB6J,6,0.758102564,4.548615383
PN_3KQE5ENZ7J7OSGAVLWHBYNUHXOQXRSHZ,2,0.503699025,1.007398051
PN_6DXCVG7XKSBPW5QGIQMCJBU4FDYCJXMM,6,-0.28273779,-1.696426742
PN_YXE7GMO467RYVMHS6EYJPTGLFGOBTNDC,8,0.106077669,0.848621353
PN_KRPFPKKSDCKBNGZPAX6W7OKSN6T5SSVU,8,-0.44210515,-3.536841203
PN_HN5VMEFDUT6XU4KKFKVNVUJVT47IILJK,9,0.26800723,2.412065066
PN_JG5DJJRFLVZ5N3NZ5RMLZMTSJOYHMOW2,2,0.671821148,1.343642296
PN_K4WZYTH7WVLSD5MVMM4EATTB6G53YR3A,2,1.691719232,3.383438463
PN_IFOENQ4EJLBQH7QWM67FMEDBKIZR5HRF,4,-1.645370826,-6.581483305
PN_JPH5BGJE7DKBLZJHE6CP3MLFRA7FE3UK,2,-0.268702452,-0.537404904
PN_7ZUVO3TFKUQ76VW72NJMZDIU3ITW6VKV,3,-0.224672677,-0.674018031
PN_YFH73GOQXD4NEOS4P4Z2ZROGKUSOM3SR,6,0.466500415,2.799002488
PN_EH3B7ZQV7C6ELJQKV7OMJHO35K7NFNQZ,4,-0.024194533,-0.096778131
PN_HZYYPQAZRPU3GNFTZXWTQU72WYGECPIC,16,-0.833334182,-13.33334692
PN_ZWDK4Z5NWRPFRPHEFFMBYRPOH5R6T2KJ,29,0.255768772,7.417294383
PN_6KGXBUMOFOMYXRPSMLCTUPYQKSBA76F6,9,0.001289028,0.011601252
PN_6UWHDD74WDPAL2PKA5YP2HOZIBGAHSBT,3,-0.3625728,-1.087718401
PN_JCEIB2C74BP2B5BOEFXDU3OGUWKSUXMI,6,0.028845892,0.173075352
PN_W3EAOQJEO34XZS3FBDXPSU5YUR527XDY,3,0.822141007,2.466423021
PN_M5DD7F6FGB54Q5ECFVCTETB4EF4UBWW5,2,-0.133368999,-0.266737999
PN_QTYONIIT7O5KAMOUH2FWJLWJZRV5F5X2,4,0.195513388,0.782053553
PN_Q737YITYLXPRP4IN6OOMM56JJFPY73ZX,4,0.170472399,0.681889597
PN_OYVFTKLJJSLU6R56VFQCP3DX5HFJKUZD,30,-0.19235379,-5.770613712
PN_ACQRWZ2JZMJQRNKPHQ2ZNLDH2PVXY3NN,9,0.109016516,0.981148646
PN_2FBYD4A7RVEMZSWDJOEVSUQBCMPUNVLE,9,0.230271059,2.072439535
PN_5ZJHHKKZUUKMXH344ND7KKXWWVEGGFIU,4,0.253743563,1.014974252
PN_4LROTJ2TMMVYWEYRNUXKLVDHNE4BZQVN,5,-0.079360052,-0.396800258
PN_37UCKORPYWDRWBKCL2LZN76Y4THD65OA,6,0.570480241,3.422881445
PN_U6NCOVMF6T4GI2X76ZUIX6BCH6MRMMY3,3,0.191073005,0.573219015
PN_6S36SFLTR5PPTKIDHD47PVQNUYCPAUKB,8,0.517396928,4.139175421
PN_2P737QOBETBIZZ5JDYWYSYLZDKHL2ZSW,4,0.134910049,0.539640197
PN_QP4CO7DKKJCICS3U2PAAAWPEW2QZNDOI,10,-0.012199878,-0.121998775
PN_BZQ4TTK7GDJJEXATGMSUQK7AMS3M52TN,20,0.552869539,11.05739078
PN_3GOC5N5WPKE6RC75MHSO3AMYN5FG7KIX,8,-0.393417888,-3.147343105
PN_3CDEO4R36UGOFG7K32PKRGQ65JT5Y6TF,3,-0.124761526,-0.374284577
PN_UCBM33RZJERHXZZRD4KBRF2PL3NRALMF,6,0.243126368,1.458758207
PN_6RITBBR2LNMZTFSS66V6MUSG2GG4IJRL,2,0.301681652,0.603363304
PN_JMCWTOPFPT43JWEBQXRESLT6N4YP7CPQ,8,0.053039757,0.424318052
PN_IYNJ25UW4WJCQFYAAIAWMHDFFXUNZ7S6,4,0.234910975,0.939643902
